,year,data-year,cfips,county,state,microbusiness_density,pct_house_price_gt1mill,pct_house_price_500k_1mill,pct_house_price_250k_500k,pct_house_price_100k_250k,pct_housing_vacant,pct_housing_occupant_ratio_lt1,pct_housing_grapi_gt35,total_population,old_age_dependency_ratio,child_dependency_ratio,median_age,sex_ratio,pct_moved_from_abroad,pct_moved_outside_state,pct_moved_within_state,pct_moved_within_county,pct_households_married,avg_family_size,pct_unmarried_same_sex_households,pct_housing_owner_occupied,pct_divorced,pct_never_married,pct_k12_enrollment,pct_k12_public_students,pct_college_public_students,pct_college_enrollment,pct_with_scieng_degree,pct_with_libarts_degree,pct_with_business_degree,pct_multilingual,pct_below_poverty_level,pct_unemployed,pct_occupation_mbsa,pct_in_finance_industry,pct_in_arts_industry,pct_in_public_admin_industry,pct_employed_at_self_employed,pct_employed_at_non_profit,pct_employed_at_government,pct_housing_single_detached,pct_broadband,pct_college,pct_in_it_industry,median_hh_inc
9827,2022,2020,13077,Coweta County,Georgia,5.57152962,0.0,4.414587332053743,14.39539347408829,34.357005758157385,4.5,98.2,40.2,145839,22.6,39.5,39.0,94.7,0.3,2.3,3.3,6.1,58.04270864718288,3.16,86.5,,9.1,28.0,97.32757658093573,84.7,74.3,33.8,31.0,22.2,22.5,8.8,8.8,3.9,38.9,5.772265441156114,8.960161678801805,4.540295119182747,8.4,5.7,12.6,84.0,88.6,22.4,2.1,79795.0
9828,2022,2020,13079,Crawford County,Georgia,0.620512845,0.0,0.0,65.51724137931035,0.0,15.0,98.8,22.9,12267,30.2,33.6,44.6,116.5,0.3,1.3,6.3,3.1,54.9529849114367,3.12,60.3,,9.9,29.9,95.93326381647547,87.7,98.2,23.1,27.2,17.9,21.3,2.0,16.6,8.6,24.0,5.211794019933555,5.87624584717608,12.022425249169435,11.5,6.4,19.6,59.4,73.5,5.2,1.1,47917.0
9829,2022,2020,13081,Crisp County,Georgia,1.55113967,0.0,0.0,45.16129032258064,16.93548387096774,21.6,97.8,48.0,22509,32.9,41.9,40.2,93.3,0.0,1.2,4.5,8.4,40.1934190352636,3.11,63.5,,12.3,36.3,96.8015992003998,95.1,86.3,29.9,24.9,17.6,16.1,4.1,29.7,12.0,28.2,4.054800574522152,11.446249033255992,6.794829300629765,9.9,3.4,19.5,62.7,67.7,7.7,0.0,38272.0
9830,2022,2020,13083,Dade County,Georgia,2.17089188,0.0,0.0,46.09375,5.46875,15.9,97.3,30.0,16183,31.4,31.0,42.7,96.6,1.1,5.3,4.8,6.6,57.611697806661255,2.87,70.0,,11.3,25.8,92.24738675958189,90.7,30.6,70.3,31.5,16.8,21.1,3.1,11.1,5.0,23.8,6.88879516378462,11.20483621538029,3.500632644453817,10.2,9.6,11.0,70.0,78.9,11.3,0.4,40384.0
9831,2022,2020,13085,Dawson County,Georgia,7.90688476,0.0,0.0,63.4703196347032,31.963470319634705,19.4,96.2,31.4,25277,33.1,33.2,43.8,102.2,0.1,1.7,5.4,3.8,60.78143052200399,3.05,84.5,,11.2,24.4,98.83040935672514,92.6,88.0,23.2,27.2,18.2,28.0,5.2,9.5,5.1,41.0,4.061073508578624,8.24020147961593,4.423107193451912,10.4,3.3,15.3,82.3,87.8,21.9,2.8,72260.0
9832,2022,2020,13087,Decatur County,Georgia,2.42765672,0.0,0.0,49.44444444444444,7.222222222222221,20.7,93.4,31.4,26595,27.4,40.8,38.0,92.7,0.1,1.9,7.0,8.4,43.93845518380834,3.18,67.8,,11.0,32.7,93.81708887934737,97.1,87.0,12.9,24.3,26.3,14.6,3.5,23.8,6.5,26.3,3.9223263452806494,6.743309825137668,4.86909477345184,10.1,4.6,18.1,67.3,59.9,8.3,1.5,40567.0
9833,2022,2020,13089,DeKalb County,Georgia,13.1637814,0.7385524372230428,18.37940493775058,27.959485123443766,48.57564887106985,9.7,97.6,43.3,755287,19.2,35.9,35.9,89.5,0.9,3.1,4.6,7.5,36.65093957343049,3.45,66.0,,11.7,43.0,97.21500580036928,87.7,62.3,40.2,36.0,24.9,22.6,18.9,14.4,6.7,46.3,7.026440826071013,9.272623719504107,4.61147563579433,9.0,8.8,12.8,58.4,87.9,25.9,4.0,65116.0
9834,2022,2020,13091,Dodge County,Georgia,0.8862046250000001,0.0,0.0,0.0,0.0,23.7,97.9,35.8,20725,29.1,30.9,41.9,109.3,0.1,0.4,6.2,4.6,49.9734395750332,2.96,60.4,,13.5,31.3,95.29451591062966,94.4,89.0,30.7,29.1,20.2,12.7,2.6,19.9,4.6,29.0,3.370927318295739,7.518796992481203,14.01002506265664,9.3,3.9,24.5,59.1,63.7,10.3,1.6,42211.0
9835,2022,2020,13093,Dooly County,Georgia,0.652173902,0.0,0.0,48.48484848484848,0.0,20.0,95.0,26.9,13571,32.2,27.6,42.7,119.7,0.2,0.7,6.9,6.3,45.370556336613774,2.94,71.0,,9.9,36.2,97.14900484131252,85.1,95.3,22.2,19.0,16.3,34.5,6.0,22.5,9.2,25.7,2.206896551724138,7.211822660098523,10.06896551724138,7.6,4.4,21.5,70.3,61.1,8.3,1.2,48039.0
9836,2022,2020,13095,Dougherty County,Georgia,3.30954742,0.0,0.0,11.864406779661016,22.78719397363465,15.6,98.3,44.3,88696,26.1,39.5,35.8,85.5,0.2,2.4,4.9,13.9,29.95939590453656,3.22,66.6,,13.7,43.2,96.65212010681952,91.0,90.0,43.1,31.9,21.5,22.1,3.7,27.3,10.4,30.4,4.679005042395561,10.003098678836023,8.527000760584805,7.5,8.6,20.9,63.2,75.8,12.6,2.1,40947.0
9837,2022,2020,13097,Douglas County,Georgia,8.54303524,0.0,0.0,22.512234910277325,47.30831973898858,6.1,97.3,36.6,145063,18.7,41.5,36.6,90.8,0.3,1.9,6.5,5.5,48.44942556439303,3.43,81.3,,13.1,33.4,97.33133850596708,90.1,76.4,34.9,26.3,23.1,27.0,12.8,11.5,6.7,36.2,5.105858406318536,8.553244556570101,4.77617074953772,9.3,6.3,13.8,78.5,83.9,17.8,2.8,67651.0
9838,2022,2020,13099,Early County,Georgia,1.11357121,0.0,0.0,0.0,14.285714285714285,15.7,95.4,44.6,10218,34.0,44.3,40.1,83.5,0.0,0.8,3.8,2.7,35.62917063870353,2.99,68.4,,10.0,34.7,98.0224478888295,88.2,89.5,20.1,28.1,16.3,10.0,1.3,31.4,8.2,27.8,3.631436314363144,4.769647696476965,5.826558265582656,7.6,4.0,24.1,68.2,52.0,9.5,1.1,34811.0
9839,2022,2020,13101,Echols County,Georgia,0.09673115330000001,0.0,0.0,0.0,0.0,16.4,97.0,40.2,3944,21.8,38.4,40.3,81.8,0.0,1.5,2.8,2.2,56.51302605210421,3.17,45.9,,12.6,21.4,95.0937950937951,96.7,85.5,13.3,22.9,15.7,18.6,21.1,23.5,2.4,17.3,1.6184971098265897,8.265895953757225,3.757225433526012,15.5,1.9,13.4,45.9,50.8,5.6,0.4,44454.0
9840,2022,2020,13103,Effingham County,Georgia,3.27756272,0.0,0.0,0.0,70.47619047619048,7.0,98.6,28.5,62241,19.0,43.0,36.0,98.2,0.2,1.8,4.4,4.4,55.78156496243357,3.38,76.3,,11.3,27.0,96.993580888925,92.1,83.1,24.3,30.6,23.2,18.1,4.9,7.4,5.9,35.3,4.933827058904203,7.426455461839128,6.476719467873552,7.3,4.1,13.8,74.5,77.9,17.0,0.9,67050.0
9841,2022,2020,13105,Elbert County,Georgia,2.13342229,0.0,0.0,11.282051282051285,26.15384615384616,20.2,96.1,35.6,19164,36.0,37.9,43.3,91.8,0.2,2.1,4.3,4.8,48.05717998700455,3.04,68.7,,12.7,27.5,98.32951195545364,93.7,79.7,19.3,21.5,18.1,15.7,6.0,24.5,7.0,22.8,2.384020618556701,5.347938144329897,5.219072164948454,9.1,3.4,17.8,68.1,66.6,7.7,0.7,39323.0
9842,2022,2020,13107,Emanuel County,Georgia,1.45313792,0.0,0.0,36.60714285714285,24.107142857142858,16.7,97.2,33.0,22525,27.1,42.1,36.9,97.9,0.2,1.9,5.4,2.5,40.37229541883234,3.19,60.9,,14.2,35.9,91.90535491905356,86.6,73.8,18.1,20.4,17.9,22.0,3.6,24.0,8.0,27.0,1.363043735925092,6.352969064833472,4.800284461301411,11.5,4.5,17.1,59.6,71.3,6.1,0.5,38423.0
9843,2022,2020,13109,Evans County,Georgia,1.45612467,0.0,0.0,0.0,0.0,15.7,95.2,30.4,10671,28.3,46.6,37.4,100.7,0.0,0.8,6.1,4.2,40.53919121318023,2.97,53.6,,13.9,32.6,95.43958627174425,82.7,78.7,40.5,24.8,20.1,15.1,11.6,23.5,7.7,24.0,1.468563561266636,7.801743919229004,8.031206975676916,8.6,2.7,21.6,53.6,74.6,8.8,0.6,46392.0
9844,2022,2020,13111,Fannin County,Georgia,6.36776909,0.0,15.458937198067632,32.367149758454104,52.17391304347826,36.1,98.5,26.0,25797,53.3,30.2,52.3,95.0,0.0,2.4,4.3,3.3,55.79917666010381,2.74,80.4,,13.2,18.1,94.63233012721068,87.4,78.7,23.6,28.8,16.9,19.7,3.1,10.6,5.8,29.8,5.397556579210895,7.290206288804326,5.077107951131584,21.3,3.8,12.5,79.2,84.4,12.8,1.6,46028.0
9845,2022,2020,13113,Fayette County,Georgia,15.1079205,7.801418439716312,14.716312056737587,32.62411347517731,36.87943262411347,5.1,98.9,33.0,113544,31.2,39.4,43.4,93.8,0.8,3.3,4.1,3.7,63.171700333398704,3.16,88.5,,9.1,25.4,98.09749171793658,89.1,74.8,44.2,30.4,22.2,24.6,12.7,4.7,4.2,47.9,6.263723994194052,9.70635304626149,4.933194387584205,12.1,7.1,13.9,85.5,91.1,28.2,4.1,93777.0
9846,2022,2020,13115,Floyd County,Georgia,3.1269275999999997,0.0,9.961685823754788,32.56704980842912,24.521072796934863,11.1,97.0,41.7,97805,27.6,38.3,38.4,93.4,0.3,1.7,3.7,8.8,49.76514146772767,3.09,75.6,,12.3,30.4,95.19995217885108,86.9,60.8,41.8,27.0,20.4,23.0,10.5,18.6,5.6,29.2,3.412494398981204,9.20925406221258,3.893592434497559,10.4,7.4,12.2,73.6,83.9,12.1,1.7,50657.0
9847,2022,2020,13117,Forsyth County,Georgia,10.9491364,0.0,25.154894671623296,40.272614622057,29.615861214374224,4.3,98.7,38.3,236605,19.7,45.2,38.8,98.6,0.5,2.5,4.8,4.2,70.55242221641205,3.28,91.2,,8.4,22.4,97.6492861087008,89.1,79.0,42.2,38.3,16.3,27.0,22.8,5.2,3.3,53.3,9.629395522139792,7.718154296550119,1.899597458331947,12.4,4.9,8.7,85.2,95.2,35.5,5.6,112834.0
9848,2022,2020,13119,Franklin County,Georgia,4.32904772,0.0,21.910112359550563,14.04494382022472,19.662921348314608,21.5,98.7,29.1,23015,32.1,37.1,41.2,96.3,1.1,1.1,4.4,3.3,54.1839762611276,3.12,64.8,,13.1,25.7,96.21192052980132,92.3,57.4,36.9,23.6,21.8,20.2,6.7,21.0,4.5,30.0,3.798400673400673,10.206228956228957,3.9246632996632993,9.7,5.3,15.1,64.0,72.2,9.9,1.4,47821.0
9849,2022,2020,13121,Fulton County,Georgia,20.600869499999998,5.818414322250639,20.588235294117645,31.585677749360613,30.30690537084399,10.9,97.9,39.6,1051550,17.6,32.8,35.7,93.8,1.0,3.5,5.1,8.2,35.82862049843347,3.25,55.9,,10.6,44.6,97.2820235212935,84.2,73.5,48.2,36.8,23.1,26.2,16.1,13.4,5.8,53.1,9.18406795250214,9.893494420045696,3.6220691727449785,11.2,6.8,11.1,48.7,89.1,32.1,4.6,72741.0
9850,2022,2020,13123,Gilmer County,Georgia,5.72335071,0.0,0.0,57.81990521327014,42.18009478672986,28.1,96.2,34.3,30986,44.8,34.3,47.9,99.8,0.1,2.3,5.5,6.5,54.10126378491508,2.98,75.5,,15.2,19.9,97.41935483870968,91.5,89.2,20.8,26.0,29.4,16.7,9.9,15.2,3.1,28.0,7.00553675792064,9.758535835127653,3.645032297754537,13.4,4.2,14.3,74.6,81.8,12.8,3.2,57376.0
9851,2022,2020,13125,Glascock County,Georgia,1.4851484899999998,0.0,0.0,0.0,0.0,27.1,94.2,43.4,2984,27.8,36.4,43.2,93.4,0.0,0.8,4.0,1.3,48.837209302325576,3.35,62.0,,11.0,33.3,98.30220713073004,97.8,88.0,33.3,29.9,19.0,30.8,0.3,18.1,1.4,24.4,3.532008830022075,6.328182487122884,5.960264900662252,5.2,3.1,14.3,62.0,59.8,9.1,1.2,46500.0
9852,2022,2020,13127,Glynn County,Georgia,7.19249691,6.547619047619048,17.261904761904763,14.285714285714285,44.44444444444444,21.4,98.5,35.8,85008,35.0,37.6,42.2,89.0,0.2,2.9,4.4,9.0,46.62045567547016,2.97,71.4,,13.1,29.4,97.00664379061108,88.3,81.5,26.8,25.4,27.5,24.6,7.7,17.1,4.8,34.8,4.8631050041017225,14.89694421657096,6.5371205906480725,11.6,5.8,15.7,67.1,80.7,18.2,0.9,56952.0
9853,2022,2020,13129,Gordon County,Georgia,2.5608639799999997,0.0,20.27972027972028,23.776223776223777,19.58041958041958,10.0,96.3,35.2,57756,24.8,40.1,38.4,96.2,0.3,0.9,3.3,6.7,55.50718967035117,3.28,73.9,,11.7,26.4,92.7187206020696,90.5,83.0,23.4,33.3,14.9,20.8,16.0,15.9,3.5,25.9,4.016625732098999,5.864349140374079,6.01171358397884,10.9,4.3,13.3,72.4,74.4,8.7,1.0,48662.0
9854,2022,2020,13131,Grady County,Georgia,1.6633535599999998,0.0,0.0,0.0,95.85492227979276,16.4,95.6,41.3,24693,31.7,43.0,39.4,96.0,0.0,2.2,4.4,8.9,50.49363756033348,3.19,61.4,,12.8,28.3,97.85345717234262,93.4,70.4,43.2,22.3,24.7,19.6,11.4,18.3,3.1,32.3,3.565775998510381,5.809514942742761,4.75747137138069,11.8,9.3,14.6,61.3,76.6,9.0,0.7,48047.0
9855,2022,2020,13133,Greene County,Georgia,5.95086948,4.605263157894736,21.71052631578948,0.0,42.10526315789473,27.0,99.6,40.0,17808,56.8,35.9,50.7,97.7,0.0,2.1,4.5,3.6,52.05535205535205,2.94,76.9,,9.1,26.7,96.65289256198348,95.8,92.3,29.9,31.3,15.7,22.5,6.9,16.2,4.4,32.7,7.261992619926199,12.797047970479705,3.793357933579336,12.2,4.9,15.7,72.6,74.0,18.7,1.4,57880.0
9856,2022,2020,13135,Gwinnett County,Georgia,11.8162833,0.225140712945591,7.542213883677299,50.54409005628517,39.02439024390244,4.2,97.2,43.8,926414,15.9,42.8,35.5,95.3,0.8,2.6,2.8,5.7,56.30983405798794,3.58,79.3,,8.8,33.9,97.31950901792996,92.5,75.1,38.2,34.9,18.2,25.9,34.7,10.5,4.0,39.3,7.269186490644803,9.653658694038285,3.1985195227182253,10.6,5.6,11.0,73.1,90.3,24.3,3.0,72787.0
9857,2022,2020,13137,Habersham County,Georgia,3.2672758799999997,0.0,19.708029197080293,38.32116788321168,23.35766423357664,17.9,97.9,31.5,45204,31.4,38.2,39.3,89.1,0.8,1.3,5.6,3.4,56.10827107091362,3.56,78.3,,11.8,27.3,95.81039344702565,88.0,62.4,41.1,24.1,24.4,23.1,16.1,13.6,2.4,31.9,2.885648503453569,6.728063443335891,4.441033512407265,9.3,8.0,13.5,77.2,76.3,11.4,3.2,54147.0
9858,2022,2020,13139,Hall County,Georgia,6.24902038,5.163853028798411,32.075471698113205,28.798411122144984,27.507447864945384,12.1,95.0,40.5,201434,25.0,42.2,37.2,98.9,0.3,2.1,4.2,6.2,56.77675234535886,3.53,76.8,,9.9,30.8,96.01470354895012,94.1,77.4,31.6,27.5,19.0,24.1,29.3,14.0,3.5,31.1,4.666952171051944,8.056446306025883,2.321986274898942,9.8,6.3,10.5,73.9,89.2,14.7,1.4,63651.0
9859,2022,2020,13141,Hancock County,Georgia,1.0798679899999999,0.0,0.0,3.940886699507389,3.940886699507389,43.3,99.5,50.5,8500,34.6,16.4,47.6,137.0,0.1,0.8,10.2,0.7,35.18880208333333,2.5,57.5,,8.1,45.5,97.12351945854483,97.1,48.5,1.8,18.3,22.4,37.1,2.8,24.6,2.5,22.6,5.531914893617021,5.276595744680851,11.361702127659576,7.8,4.5,35.2,56.7,47.6,6.9,0.3,32914.0
9860,2022,2020,13143,Haralson County,Georgia,2.9136546799999996,0.0,15.048543689320388,0.0,36.89320388349515,8.5,98.8,30.5,29608,26.9,39.7,40.4,96.6,0.3,2.0,3.5,5.2,55.15103893836214,3.01,76.4,,10.8,21.6,98.01460947743024,96.5,77.9,22.9,27.3,19.9,15.9,2.2,12.6,4.3,31.0,3.905447070914697,6.775803846718544,4.015563059756277,9.2,5.2,14.7,75.1,81.3,10.7,1.4,52021.0
9861,2022,2020,13145,Harris County,Georgia,4.37183533,0.0,36.65338645418327,10.358565737051793,17.928286852589643,13.3,99.1,28.2,34676,30.5,35.5,43.3,99.3,0.2,1.7,4.8,3.2,68.26776088180867,3.1,91.3,,7.8,23.1,96.73375706214688,88.7,93.5,32.5,22.9,22.6,24.9,4.2,5.8,6.3,40.7,11.10830757585315,7.60108496814483,5.544691856430959,10.8,7.2,17.6,91.0,85.5,18.7,1.9,79860.0
9862,2022,2020,13147,Hart County,Georgia,2.7733618,0.0,0.0,67.67955801104972,22.099447513812155,22.4,98.1,40.9,25981,39.9,36.3,44.3,98.1,0.2,1.4,3.9,4.7,49.81014506863986,3.04,71.3,,13.8,26.1,97.66756690400196,92.8,83.1,30.9,27.3,15.8,25.0,4.9,13.6,6.2,28.1,4.689161751909504,9.523349125012086,7.212607560669052,12.9,3.9,13.0,70.0,74.2,12.3,1.0,45874.0
9863,2022,2020,13149,Heard County,Georgia,1.54361685,0.0,0.0,0.0,100.0,11.1,98.1,38.8,11785,27.6,37.6,42.4,97.4,0.0,1.8,5.8,4.1,48.48354484835448,3.0,59.0,,16.1,22.2,96.46191646191646,90.9,84.2,21.9,28.9,11.1,23.6,4.6,19.7,7.4,24.3,2.134646962233169,5.377668308702791,6.670771756978653,9.0,3.4,17.3,58.2,71.3,4.1,0.2,50583.0
9864,2022,2020,13151,Henry County,Georgia,8.37850179,0.0,0.0,24.31865828092243,50.41928721174004,5.7,98.9,35.1,229994,18.7,41.0,37.1,91.0,0.3,2.4,5.0,6.2,53.74149659863946,3.4,84.8,,11.0,32.8,96.31010794896956,88.4,80.3,33.7,25.6,21.6,24.5,10.2,9.1,5.7,35.0,5.81851337116149,8.045712464702081,7.545566404348173,9.8,4.8,17.3,83.2,89.0,17.6,2.3,71110.0
9865,2022,2020,13153,Houston County,Georgia,3.59937402,0.0,0.0,5.80168776371308,43.77637130801688,9.1,97.7,34.6,155317,20.5,41.3,35.6,93.1,0.5,2.7,3.7,7.6,51.53509527583474,3.17,78.3,,11.2,29.9,97.60664555884657,88.6,80.6,39.9,31.7,20.5,22.4,8.3,11.6,5.5,36.7,5.272400384663628,9.3908098841828,16.43879527811459,7.6,4.9,28.7,76.4,87.5,17.7,1.5,65870.0
9866,2022,2020,13155,Irwin County,Georgia,0.803087758,0.0,0.0,100.0,0.0,14.9,97.9,33.1,9379,32.3,35.7,39.7,116.9,0.2,0.7,5.5,2.7,49.18032786885246,3.39,72.9,,10.2,35.3,94.04761904761904,90.4,92.4,16.6,24.3,11.7,12.6,4.4,22.1,12.0,26.5,3.737079247283329,4.823747680890538,4.770739464617016,7.8,6.0,19.4,69.7,71.4,8.8,1.1,41484.0
9867,2022,2020,13157,Jackson County,Georgia,13.8006272,5.294117647058823,9.705882352941178,36.76470588235294,39.11764705882353,7.0,98.0,31.5,70467,23.9,42.0,38.4,98.2,0.4,1.2,5.6,4.1,63.10367562221856,3.21,81.1,,10.9,23.6,98.00811785929044,90.4,88.3,32.6,33.5,19.9,22.6,8.4,9.3,3.9,36.3,4.211380647488502,5.3596657348122765,4.536026693119307,10.0,5.7,14.4,80.5,85.6,16.0,1.8,68307.0
9868,2022,2020,13159,Jasper County,Georgia,3.3733258999999998,0.0,0.0,5.911330049261084,34.48275862068966,18.0,97.4,35.7,14074,30.8,40.4,43.2,95.4,0.0,0.5,2.6,4.2,57.47277506571535,2.9,79.3,,11.8,23.3,97.96158369266954,78.4,77.0,15.9,20.2,22.3,18.2,3.7,15.3,5.1,26.7,3.1533847472150813,4.7472150814053125,3.650385604113111,8.9,5.9,14.7,79.0,71.0,9.5,2.3,52409.0
9869,2022,2020,13161,Jeff Davis County,Georgia,1.09427151,0.0,0.0,0.0,28.000000000000004,21.3,96.2,37.7,15063,26.5,45.4,36.8,94.8,0.0,1.6,3.2,3.9,50.39891029383149,3.38,62.2,,12.1,25.6,92.1251719394773,93.5,89.4,24.7,21.0,4.2,21.6,9.5,20.4,5.3,26.8,1.3511079084849578,10.556656458295803,6.431273644388398,6.2,4.3,15.3,61.9,68.8,6.5,1.2,36987.0
9870,2022,2020,13163,Jefferson County,Georgia,1.77141409,0.0,0.0,7.6923076923076925,51.64835164835166,23.2,96.7,39.2,15489,31.3,40.5,40.0,93.0,0.1,0.6,5.0,6.0,43.72201325452266,3.31,60.0,,11.2,34.7,96.13956941351152,84.3,87.5,21.3,18.8,15.6,26.2,4.3,21.1,6.7,31.1,3.8640132669983416,3.797678275290216,6.533996683250415,8.2,3.1,16.9,59.7,70.5,8.5,0.7,37009.0
9871,2022,2020,13165,Jenkins County,Georgia,1.10404624,0.0,0.0,0.0,32.5,25.7,98.3,44.7,8787,27.8,34.5,41.9,92.4,0.4,0.1,4.4,6.0,48.14268867924528,3.08,59.5,,13.7,25.9,96.82907965970612,88.9,100.0,21.1,12.7,39.4,20.0,6.8,34.5,3.9,30.3,6.128640776699029,6.4623786407766985,9.010922330097088,19.6,3.3,20.6,59.0,63.0,3.4,0.0,25712.0
9872,2022,2020,13167,Johnson County,Georgia,0.718730176,0.0,0.0,0.0,0.0,15.6,95.1,47.2,9717,30.6,30.5,41.6,129.8,0.3,2.8,8.1,3.6,39.21906402526557,3.24,57.7,,11.9,38.6,86.5891472868217,90.1,92.0,18.0,12.1,20.2,27.3,3.1,23.0,11.8,20.9,2.9879921809550405,3.6023457134878525,9.997207483943033,11.7,2.8,20.6,57.6,67.9,4.1,0.3,42421.0
9873,2022,2020,13169,Jones County,Georgia,1.92430026,0.0,0.0,0.0,100.0,8.4,97.5,44.0,28622,30.0,39.1,40.4,92.6,0.0,0.5,3.4,4.7,59.27249404434672,3.09,74.5,,11.9,21.6,98.21993670886076,90.2,84.7,23.9,36.8,15.1,18.0,2.2,11.6,4.0,35.5,10.454440243808348,3.5722552272201216,8.50243036802716,8.8,3.0,19.8,73.3,82.6,12.4,1.9,63046.0
9874,2022,2020,13171,Lamar County,Georgia,2.0835011000000003,0.0,25.0,0.0,32.69230769230769,12.7,99.6,34.0,18834,28.6,34.0,38.5,97.4,0.1,2.3,6.2,4.1,44.89336136978071,3.61,75.8,,13.7,32.3,95.14834205933684,96.6,94.1,61.4,21.3,17.5,19.8,2.5,15.1,8.1,26.9,6.703755215577191,5.563282336578582,8.164116828929068,12.3,8.2,17.9,75.6,77.4,8.2,1.7,50088.0
9875,2022,2020,13173,Lanier County,Georgia,0.891525018,0.0,0.0,0.0,100.0,13.9,98.6,42.8,10534,20.2,34.6,37.0,87.4,0.0,2.6,11.1,5.0,50.37908496732027,3.34,66.4,,15.1,29.1,98.984126984127,99.3,85.2,18.6,25.3,7.8,23.8,6.2,28.6,4.0,33.4,5.364583333333333,8.411458333333334,7.5,8.8,4.3,21.7,66.4,66.6,13.6,0.9,32158.0
9876,2022,2020,13175,Laurens County,Georgia,2.11164305,0.0,0.0,0.0,50.0,20.6,97.5,40.7,47404,30.2,42.6,39.4,89.5,0.1,1.2,1.8,6.8,43.38830934203624,3.34,62.3,,12.9,34.7,92.004662004662,90.7,81.8,27.6,22.5,24.7,18.2,3.4,26.3,5.0,31.5,3.249902447182117,9.498857238419086,7.280227437426835,8.600000000000001,6.7,17.4,61.9,66.9,8.8,1.7,39476.0
9877,2022,2020,13177,Lee County,Georgia,2.8093890000000004,0.0,0.0,0.0,54.78927203065134,7.0,99.0,31.0,29735,21.5,43.5,37.1,100.8,0.8,1.5,5.3,4.1,61.44075829383886,3.09,80.8,,8.6,25.2,97.91313199864268,90.0,89.6,32.2,19.6,16.9,23.5,4.5,12.1,4.7,39.9,5.516491482421167,4.820587169264226,9.670170351576658,10.1,8.1,24.6,80.0,88.2,15.5,1.3,68338.0
9878,2022,2020,13179,Liberty County,Georgia,2.83570049,0.0,0.0,7.936507936507936,43.386243386243386,15.8,97.7,36.4,62039,14.5,44.6,28.8,101.9,1.8,9.9,6.4,9.7,46.70519269945537,3.0,63.7,,10.7,28.8,95.00727537286286,91.3,78.8,15.6,23.4,24.7,26.2,13.1,14.6,9.3,31.0,4.769454353283129,7.993129871845686,13.8899898709649,7.6,3.9,28.0,59.7,89.7,13.2,1.3,50411.0
9879,2022,2020,13181,Lincoln County,Georgia,2.3045717,0.0,0.0,0.0,0.0,33.3,98.7,46.8,7929,42.2,33.7,47.0,92.1,0.0,1.9,3.6,1.3,44.15624046383888,2.88,65.0,,14.6,29.0,97.74368231046932,97.0,94.3,24.7,19.1,9.7,25.2,2.0,20.1,4.1,27.9,2.700186219739292,6.424581005586592,6.641837368094351,11.9,2.7,23.5,61.9,54.8,9.7,0.6,42036.0
9880,2022,2020,13183,Long County,Georgia,1.27866725,0.0,0.0,0.0,28.125,14.7,98.1,53.7,19236,14.1,44.2,31.6,101.5,0.0,4.9,8.9,7.8,47.7022977022977,3.65,53.2,,12.8,34.3,93.14088329632372,95.5,77.4,10.1,27.6,24.4,12.8,13.1,20.8,12.4,26.4,3.569321533923304,10.103244837758112,8.053097345132745,10.0,3.4,20.2,52.9,85.0,8.4,0.4,52099.0
9881,2022,2020,13185,Lowndes County,Georgia,3.9328496800000003,0.0,0.0,11.051693404634582,36.898395721925134,11.9,97.9,39.2,116436,19.3,37.7,30.6,94.3,0.5,3.7,3.4,6.7,42.38334697696176,3.25,70.5,,11.1,39.4,95.83936866290396,93.0,89.6,43.9,27.8,21.3,17.1,6.0,22.7,5.8,30.7,3.962014317043903,11.308809533661604,5.534406421980387,8.3,6.1,17.1,68.4,68.7,15.9,2.2,46113.0
9882,2022,2020,13187,Lumpkin County,Georgia,3.83115444,0.0,0.0,75.92592592592592,0.0,13.8,98.7,43.7,33009,27.8,28.0,36.3,94.0,0.1,2.4,6.9,5.3,53.54795213214225,3.18,71.2,,10.3,32.9,88.23272090988627,92.9,95.5,66.4,26.7,19.3,20.6,5.4,14.1,4.8,28.7,3.8719142693117305,13.822797729157363,4.643745614594629,11.5,9.5,18.1,68.6,86.6,18.6,0.4,52872.0
9883,2022,2020,13189,McDuffie County,Georgia,1.62614264,0.0,0.0,8.333333333333332,63.888888888888886,12.1,99.3,42.4,21404,30.7,43.3,38.2,85.8,0.0,3.3,3.4,3.4,44.79242534595776,3.1,65.7,,10.8,32.5,94.36976921126046,92.9,88.0,17.3,13.5,18.9,27.0,5.2,19.0,6.3,28.0,2.4451553930530165,8.797989031078611,4.36471663619744,6.800000000000001,5.0,14.8,65.1,70.9,8.7,1.9,47327.0
9884,2022,2020,13191,McIntosh County,Georgia,2.0326022999999998,0.0,0.0,0.0,92.98245614035088,34.1,99.8,46.0,14217,46.7,28.6,51.0,100.6,0.1,0.7,2.1,2.7,50.46507961532398,2.68,69.6,,13.2,23.1,99.21052631578948,76.2,78.4,25.4,31.4,22.7,16.2,3.1,15.0,4.1,24.5,3.7666878575969487,6.547997457088366,4.179910998092817,16.0,5.2,14.0,67.7,75.4,11.4,2.0,56262.0
